Locality,Title,Location,Rent_raw,Rent_inr,Deposit_raw,Sqft_raw,Sqft,Price_per_sqft,Parking,Furnishing,Available_from,Property_type,Detail_URL
Camp,"Shop in Camp, Pune for Rent","Lotus Road , 11 East Street Cafe","₹ 16,000 No Extra Maintenance",16000,"₹ 90,000",170 sqft,170,94.12,Parking,Unfurnished,06-11-2025,Shop,https://www.nobroker.in/property/commercial/rent/shop-in-camp-pune/8a9fac91775238e9017752ccb29b3a04/detail
Camp,"Office Space in Camp, Pune for Rent","Sachapir St, Union Bank, Cosmos Bank","₹ 13,500 No Extra Maintenance",13500,"₹ 50,000",200 sqft,200,67.5,Parking,Furnished,12-03-2025,Office Space,https://www.nobroker.in/property/commercial/rent/office-space-in-camp-pune/8a9fcf8283635d870183638e579016e8/detail
Camp,"Office Space in Camp, Pune for Rent","Mahatma Gandhi Road, west wing, Aurora Hotel Aurora Towers","₹ 80,000 + ₹ 5,000 Maintenance",80000,₹ 2.5 Lacs,200 sqft,200,66.67,Parking,Semi Furnished,04-11-2025,Office Space,https://www.nobroker.in/property/commercial/rent/office-space-in-camp-pune/8a9f86c391efc61e0191f02b2d1522e8/detail
Camp,"Godown/Warehouse in Camp, Pune for Rent","M.G. Road, Pune, near Husseny Bakery,729, Taboot Street, Camp, Pune 411001","₹ 50,000 No Extra Maintenance",50000,₹ 1.5 Lacs,500 sqft,500,33.33,Parking,Unfurnished,02-11-2025,Warehouse,https://www.nobroker.in/property/commercial/rent/godown-warehouse-in-camp-pune/8a9f07828764d5200187656ce4056f9e/detail
Camp,"Office in Cantonment, Pune for Rent","M G ROAD., Maharashtra Electronics Corporation","₹ 55,000 + ₹ 2,000 Maintenance",55000,₹ 3.25 Lacs,950 sqft,950,57.89,Parking,Furnished,04-03-2025,Office,https://www.nobroker.in/property/commercial/rent/office-in-cantonment-pune/8a9f87bd724f6af901724fc1520c2224/detail
Camp,"Shop in Camp, Pune for Rent","MG Road, Moledina Rd, Sterling Centre","₹ 25,000 + No Extra Maintenance",25000,₹ 1 Lac,364 sqft,364,68.68,Parking,Semi Furnished,31-10-2025,Shop,https://www.nobroker.in/property/commercial/rent/shop-in-camp-pune/8a9fcc838403a782018403d3aef716ee/detail
Camp,"Office Space in Camp, Pune for Rent","Swargate Road, Pulgate Police Station","₹ 22,000 No Extra Maintenance",22000,"₹ 50,000",380 sqft,380,57.89,Parking,Semi Furnished,31-03-2026,Office Space,https://www.nobroker.in/property/commercial/rent/office-space-in-camp-pune/8a9fcbf282033d8e01820365d34b0512/detail
Camp,"Office Space in Camp, Pune for Rent","Convent St , Hermes Palazzo","₹ 25,000 No Extra Maintenance",25000,"₹ 60,000",394 sqft,394,63.45,Parking,Unfurnished,30-10-2025,Office Space,https://www.nobroker.in/property/commercial/rent/office-space-in-camp-pune/8a9fb9828041ebff01804277c387436d/detail
Camp,"Shop in Camp, Pune for Rent","Hulshur, East St, Victory Theatre","₹ 40,000 No Extra Maintenance",40000,₹ 1 Lac,275 sqft,275,145.45,Parking,Furnished,31-12-2025,Shop,https://www.nobroker.in/property/commercial/rent/shop-in-camp-pune/8a9fb6827955ef250179561afc130fde/detail
Camp,"Shop in Camp, Pune for Rent","MG Road, manhaz restaruant","₹ 35,000 No Extra Maintenance",35000,₹ 2 Lacs,120 sqft,120,291.67,Parking,Furnished,25-06-2025,Shop,https://www.nobroker.in/property/commercial/rent/shop-in-camp-pune/8a9fc38282687bcc018268c9c99f35a0/detail
Camp,"Shop in Pune Cantonment, Pune for Rent","Savedi, Ahilya Nagar, Ahmednagar , near Hotel CityPride","₹ 26,000 No Extra Maintenance",26000,₹ 1 Lac,800 sqft,800,32.5,Parking,Semi Furnished,05-12-2024,Shop,https://www.nobroker.in/property/commercial/rent/shop-in-pune-cantonment-pune/8a9fc582824ab31701824ae3eed013a4/detail
Camp,"Shop in Camp, Pune for Rent","Moledina Road, MG Road, Hotel Aurora Towers","₹ 60,000 No Extra Maintenance",60000,₹ 4 Lacs,200 sqft,200,300,Parking,Furnished,25-04-2025,Shop,https://www.nobroker.in/property/commercial/rent/shop-in-camp-pune/ff808181685b422201685b7c131e271d/detail
Camp,"Godown/Warehouse in Kolsa Galli, Pune for Rent","MG ROAD , Above Makati & Co.","₹ 10,000 + No Extra Maintenance",10000,"₹ 30,000",225 sqft,225,44.44,Parking,Semi Furnished,07-10-2025,Warehouse,https://www.nobroker.in/property/commercial/rent/godown-warehouse-in-kolsa-galli-pune/8a9f8a8499c382a70199c3d7dc59218e/detail
Camp,"Office Space in Camp, Pune for Rent","East St, Victory Theatre","₹ 85,000 No Extra Maintenance",85000,₹ 3.5 Lacs,000 sqft,0,85,Parking,Semi Furnished,08-10-2025,Office Space,https://www.nobroker.in/property/commercial/rent/office-space-in-camp-pune/8a9fb38499c75b0d0199c7b6ba8926f7/detail
Camp,"Office Space in Camp, Pune for Rent","MG Road , Yes Bank","₹ 22,700 No Extra Maintenance",22700,₹ 1.2 Lacs,330 sqft,330,68.79,Parking,Unfurnished,14-11-2025,Office Space,https://www.nobroker.in/property/commercial/rent/office-space-in-camp-pune/8aa988f9996c5f7501996cb191980ffb/detail
Lohegaon,"Shop in Lohegaon, Pune for Rent","Mathade Wasti,, Navagrah Shani Shri Hanuman Mandir","₹ 75,000 No Extra Maintenance",75000,₹ 2.25 Lacs,012 sqft,12,74.11,Parking,Unfurnished,17-11-2025,Shop,https://www.nobroker.in/property/commercial/rent/shop-in-lohegaon-pune/8a9fad8496cd9bc80196cdccab6b1525/detail
Lohegaon,"Office Space in Lohegaon, Pune for Rent","shiv colony dhanori lohegoan road , Gitai Lawns","₹ 30,000 No Extra Maintenance",30000,₹ 1.5 Lacs,500 sqft,500,12,Parking,Semi Furnished,14-11-2025,Office Space,https://www.nobroker.in/property/commercial/rent/office-space-in-lohegaon-pune/8a9f99838f0279be018f0299794800d4/detail
Lohegaon,"Office Space in Lohegaon, Pune for Rent","Park plaza porwal road , Park Plaza","₹ 30,000 No Extra Maintenance",30000,₹ 1 Lac,510 sqft,510,58.82,Parking,Semi Furnished,30-11-2025,Office Space,https://www.nobroker.in/property/commercial/rent/office-space-in-lohegaon-pune/8a9fac839a4b888a019a4c6c133505ca/detail
Lohegaon,"Office Space in Lohegaon, Pune for Rent","Porwal Road, near Food Paradise, Park Springs","₹ 15,000 No Extra Maintenance",15000,"₹ 30,000",450 sqft,450,33.33,Parking,Unfurnished,15-11-2022,Office Space,https://www.nobroker.in/property/commercial/rent/office-space-in-lohegaon-pune/8a9f924574b647b60174b950ba1371ef/detail
Lohegaon,"Co-Working space in Mukesh Villa, Pune for Rent","Mukesh Villa, Sai Park D Y Patil Road","₹ 30,000 No Extra Maintenance",30000,₹ 1 Lac,350 sqft,350,22.22,Parking,Unfurnished,12-11-2025,,https://www.nobroker.in/property/commercial/rent/co-working-space-in-mukesh-villa-pune/8aa9ac509a7d504d019a7d75415a0bab/detail
Lohegaon,"Shop in Atlantis City, Pune for Rent","Porwal Road Dhanori, Atlantic city porwal road, Near Domino?s Pizza Dhanori","₹ 30,000 No Extra Maintenance",30000,₹ 1 Lac,250 sqft,250,120,Parking,Unfurnished,05-11-2025,Shop,https://www.nobroker.in/property/commercial/rent/shop-in-atlantis-city-pune/8aa9a9029a59b1db019a59ec52a610fa/detail
Lohegaon,"Shop in Lohegaon, Pune for Rent","Gurudwara Rd,, Tulip Nursery School","₹ 4,000 No Extra Maintenance",4000,"₹ 7,000",150 sqft,150,26.67,Parking,Semi Furnished,10-11-2025,Shop,https://www.nobroker.in/property/commercial/rent/shop-in-lohegaon-pune/8a9fad2580263d2d0180267c2f1b1d05/detail
Lohegaon,"Commercial Property in Lohegaon, Pune for Rent","Kutwal Colony, JIS School- Best CBSE School","₹ 35,000 No Extra Maintenance",35000,"₹ 70,000",300 sqft,300,26.92,Parking,Unfurnished,10-11-2025,Commercial,https://www.nobroker.in/property/commercial/rent/other-business-in-lohegaon-pune/8a9fe58285627ca6018562c7ba0233ad/detail
Lohegaon,"Godown/Warehouse in Lohegaon, Pune for Rent","HWVM+XRJ, Maria Udyan Area, Dadaji Vasti, Lohegaon, Pune, Maharashtra 411047, Aayush Hospital and Aayush Advanced Physiotherapy Clinic",₹ 2.4 Lacs No Extra Maintenance,240000,₹ 2.4 Lacs,000 sqft,0,34.29,Parking,Unfurnished,09-11-2025,Warehouse,https://www.nobroker.in/property/commercial/rent/godown-warehouse-in-lohegaon-pune/8aa9acfd9a6d7fa4019a6dadd72f17b0/detail
Lohegaon,"Shop in Lohegaon, Pune for Rent","Lohegaon, Golden Aura","₹ 7,500 No Extra Maintenance",7500,"₹ 20,000",100 sqft,100,75,Parking,Unfurnished,14-10-2025,Shop,https://www.nobroker.in/property/commercial/rent/shop-in-lohegaon-pune/8a9f8a8499aee4d30199af4ec4772c72/detail
Lohegaon,"Industrial Shed in Lohegaon, Pune for Rent","moze nagar lane number 1, dy Patil","₹ 8,000 No Extra Maintenance",8000,"₹ 10,000",000 sqft,0,4,Parking,Semi Furnished,31-01-2025,,https://www.nobroker.in/property/commercial/rent/industrial-shed-in-lohegaon-pune/8a9f88318fb94a63018fb9b5a8e03b4f/detail
Lohegaon,"Godown/Warehouse in Lohegaon, Pune for Rent","Wadgaon Shinde Road, Kaveri International School","₹ 12,000 No Extra Maintenance",12000,"₹ 25,000",450 sqft,450,8.28,Parking,Unfurnished,31-07-2025,Warehouse,https://www.nobroker.in/property/commercial/rent/godown-warehouse-in-lohegaon-pune/8a9f878898648b34019864a749950cab/detail
Lohegaon,"Commercial Property in Kharadi, Pune for Rent","8 Mundhwa - Kharadi Road, kharadi bypass BRT bus stop","₹ 20,000 No Extra Maintenance",20000,"₹ 40,000",150 sqft,150,133.33,Parking,Furnished,26-08-2025,Commercial,https://www.nobroker.in/property/commercial/rent/other-business-in-kharadi-pune/8a9f8e8698ec16f40198ec6f461411aa/detail
Lohegaon,"Godown/Warehouse in Lohegaon, Pune for Rent","Sathe Wasti, Shree Shyam Marble And Granite","₹ 16,000 No Extra Maintenance",16000,₹ 1 Lac,000 sqft,0,16,Parking,Unfurnished,08-11-2025,Warehouse,https://www.nobroker.in/property/commercial/rent/godown-warehouse-in-lohegaon-pune/8a9faf8496f1b4300196f1c578c60674/detail
Lohegaon,"Godown/Warehouse in Lohegaon, Pune for Rent","Lohegaon rd, Near Air Force Station","₹ 45,000 No Extra Maintenance",45000,₹ 1 Lac,000 sqft,0,11.25,Parking,Unfurnished,08-11-2025,Warehouse,https://www.nobroker.in/property/commercial/rent/godown-warehouse-in-lohegaon-pune/8a9f91038f0e0fbf018f0e323ee80832/detail
Lohegaon,"Shop in Lohegaon, Pune for Rent","Wagholi Rd, Dadachi Wasti, Dadaji Vasti, Lohegaon,, LANDMARK TRADE CENTRE","₹ 20,000 No Extra Maintenance",20000,"₹ 60,000",362 sqft,362,55.25,Parking,Unfurnished,07-11-2025,Shop,https://www.nobroker.in/property/commercial/rent/shop-in-lohegaon-pune/8a9fcf838abc7ad2018abc890d8106c2/detail
Lohegaon,"Restaurant/Cafe in Kalwad, Pune for Rent","dhanori road , near hotel amir",₹ 3.5 Lacs No Extra Maintenance,350000,₹ 30 Lacs,000 sqft,0,87.5,Parking,Unfurnished,31-10-2025,Restaurant,https://www.nobroker.in/property/commercial/rent/restaurant-cafe-in-kalwad-pune/8a9f8e849a3dd2da019a3dd8ad9b012a/detail
Lohegaon,"Shop in Lohegaon, Pune for Rent","Porwal Rd, Orchid Speciality Hospital","₹ 17,000 No Extra Maintenance",17000,"₹ 51,000",220 sqft,220,77.27,Parking,Semi Furnished,31-10-2025,Shop,https://www.nobroker.in/property/commercial/rent/shop-in-lohegaon-pune/8a9fa8839a3d5f54019a3d804c3c0667/detail
Lohegaon,"Godown/Warehouse in Swami Samarth Nagar, Pune for Rent","Swami Samarth Nagar Lane No. 5, Isabella International school","₹ 10,000 No Extra Maintenance",10000,"₹ 20,000",400 sqft,400,25,Parking,Unfurnished,06-11-2025,Warehouse,https://www.nobroker.in/property/commercial/rent/godown-warehouse-in-swami-samarth-nagar-pune/8a9f8ab26f6690d3016f669d06b801fa/detail
Lohegaon,"Shop in Lohegoan, Pune for Rent","Al-aashiyana, near diamond water park Lohegaon","₹ 15,000 No Extra Maintenance",15000,"₹ 45,000",450 sqft,450,33.33,Parking,Unfurnished,06-11-2025,Shop,https://www.nobroker.in/property/commercial/rent/shop-in-lohegoan-pune/8a9faf827ab00f2d017ab0479f0327fb/detail
Lohegaon,"Shop in Dhanori, Pune for Rent","Goodwill 24 Society, Sai Medical Cosmetic and General Store","₹ 35,000 No Extra Maintenance",35000,₹ 1.5 Lacs,330 sqft,330,106.06,Parking,Unfurnished,04-11-2025,Shop,https://www.nobroker.in/property/commercial/rent/shop-in-dhanori-pune/8a9f93839521502f019521b7c0e417e0/detail
Lohegaon,"Shop in Lohegaon, Pune for Rent","Lohgaon Rd, near Bharat Petroleum Petrol Pump , SATHE PETROLEUM","₹ 25,000 No Extra Maintenance",25000,"₹ 50,000",350 sqft,350,71.43,Parking,Unfurnished,04-11-2024,Shop,https://www.nobroker.in/property/commercial/rent/shop-in-lohegaon-pune/8a9f920392fc6cdb0192fc7f2f4b04ed/detail
Lohegaon,"Co-Working space in Park Plaza, Pune for Rent","Porwal Rd Lohegaon, near Pride word city","₹ 7,000 No Extra Maintenance",7000,"₹ 40,000",400 sqft,400,17.5,Parking,Furnished,05-11-2025,,https://www.nobroker.in/property/commercial/rent/co-working-space-in-park-plaza-pune/8a9f90438fdea1b8018fdf0d741e24bb/detail
Lohegaon,"Office Space in Park Plaza, Pune for Rent","park plaza, park plaza","₹ 30,000 No Extra Maintenance",30000,₹ 1.2 Lacs,370 sqft,370,81.08,Parking,Unfurnished,04-11-2025,Office Space,https://www.nobroker.in/property/commercial/rent/office-space-in-park-plaza-pune/ff808181657580f201657b15ab803d97/detail
Lohegaon,"Office Space in Kharadi, Pune for Rent","Nagar Rd, Shree Ram Society, Pune International Airport Area, Samruddhi Centre","₹ 15,000 No Extra Maintenance",15000,"₹ 30,000",400 sqft,400,37.5,Parking,Semi Furnished,17-11-2024,Office Space,https://www.nobroker.in/property/commercial/rent/office-space-in-kharadi-pune/8a9f8843902a29a101902a9a31a43689/detail
Lohegaon,"Shop in Lohegaon, Pune for Rent","Mathade Wasti,, Navagrah Shani Shri Hanuman Mandir","₹ 75,000 No Extra Maintenance",75000,₹ 2.25 Lacs,012 sqft,12,74.11,Parking,Unfurnished,17-11-2025,Shop,https://www.nobroker.in/property/commercial/rent/shop-in-lohegaon-pune/8a9fad8496cd9bc80196cdccab6b1525/detail
Katraj,"Godown/Warehouse in Katraj, Pune for Rent","Katraj - Ambegaon Budruk Road, OPPOSITE Croma - Katraj","₹ 15,000 + ₹ 600 Maintenance",15000,"₹ 50,000",300 sqft,300,50,Parking,Unfurnished,17-11-2025,Warehouse,https://www.nobroker.in/property/commercial/rent/godown-warehouse-in-katraj-pune/8a9fa08288284ce90188286657fd0ed3/detail
Katraj,"Office Space in Katraj, Pune for Rent","bharti vidys peth, Reliance Fresh","₹ 35,000 + ₹ 4,000 Maintenance",35000,₹ 1 Lac,590 sqft,590,59.32,Parking,Unfurnished,18-11-2025,Office Space,https://www.nobroker.in/property/commercial/rent/office-space-in-katraj-pune/ff808181660acb1201660ace3eff01b6/detail
Katraj,"Office Space in Katraj, Pune for Rent","Near Wonder City , Kanchan Nagari, Wonder City","₹ 25,000 + ₹ 1,500 Maintenance",25000,"₹ 79,999",490 sqft,490,51.02,Parking,Unfurnished,11-11-2025,Office Space,https://www.nobroker.in/property/commercial/rent/office-space-in--katraj-pune/8a9f868970f6a4820170f6dc4c4c1809/detail
Katraj,"Office Space in Kondhwa Budruk, Pune for Rent","Kondhwa Main Road, Kondhwa Main Road","₹ 13,500 No Extra Maintenance",13500,"₹ 50,000",240 sqft,240,56.25,Parking,Furnished,10-07-2025,Office Space,https://www.nobroker.in/property/commercial/rent/office-space-in-kondhwa-budruk-pune/8a9fac8c97f8c6a50197f92150fc24ce/detail
Katraj,"Godown/Warehouse in Katraj , Pune for Rent","R k colony Rd , near Shri Ganesh Mandir","₹ 25,000 No Extra Maintenance",25000,₹ 2 Lacs,500 sqft,500,16.67,Parking,Unfurnished,05-11-2025,Warehouse,https://www.nobroker.in/property/commercial/rent/godown-warehouse-in-katraj--pune/8a9f8f839a571ea4019a578852a31536/detail
Katraj,"Retail Property in Katraj, Pune for Rent","Pushkaraj Garden, Hotel Pushkaraj","₹ 4 Lacs + ₹ 25,000 Maintenance",400000,₹ 40 Lacs,000 sqft,0,100,Parking,Unfurnished,26-06-2025,Retail,https://www.nobroker.in/property/commercial/rent/retail-in--katraj-pune/8a9f948697b117fd0197b11e18bb014f/detail
Katraj,"Office Space in Katraj, Pune for Rent","kachan nagari , umashiv bharath gas","₹ 15,000 No Extra Maintenance",15000,"₹ 30,000",200 sqft,200,75,Parking,Furnished,30-12-2025,Office Space,https://www.nobroker.in/property/commercial/rent/office-space-in-katraj-pune/8a9ff683894e505a01894ed2a7385be8/detail
Katraj,"Godown/Warehouse in Katraj, Pune for Rent","Mangdewadi, Grampanchayat Mangadewadi","₹ 14,000 No Extra Maintenance",14000,"₹ 40,000",270 sqft,270,51.85,Parking,Unfurnished,08-11-2025,Warehouse,https://www.nobroker.in/property/commercial/rent/godown-warehouse-in-katraj-pune/8a9f94838bbd725e018bbdae7fdc2fa0/detail
Katraj,"Shop in Katraj, Pune for Rent","Mangdewadi, Katraj Pune,, Laxmi Paradise","₹ 15,000 No Extra Maintenance",15000,"₹ 30,000",250 sqft,250,60,Parking,Unfurnished,08-11-2025,Shop,https://www.nobroker.in/property/commercial/rent/shop-in-katraj-pune/8a9fb88d895dc22001895e51f8907b8a/detail
Katraj,"Godown/Warehouse in Mangdewadi, Pune for Rent","Sr no 12/4 sundar nagar mangdewadi, kalki food","₹ 30,000 No Extra Maintenance",30000,₹ 1.5 Lacs,000 sqft,0,6,Parking,Unfurnished,08-11-2025,Warehouse,https://www.nobroker.in/property/commercial/rent/godown-warehouse-in-mangdewadi-pune/8a9f9383953732c1019537a14b452aaf/detail
Katraj,"Shop in Gujarwadi, Pune for Rent","khabren nagar, Sundar Nagar, gujarwadi , Indian Oil Petrol Pump","₹ 10,000 No Extra Maintenance",10000,"₹ 20,000",210 sqft,210,47.62,Parking,Unfurnished,06-11-2025,Shop,https://www.nobroker.in/property/commercial/rent/shop-in-gujarwadi-pune/8a9f85c38cbef045018cbfd9583724ae/detail
Katraj,"Shop in Katraj, Pune for Rent","Santosh Nagar, Mangdewadi Petrol Pump","₹ 15,000 No Extra Maintenance",15000,"₹ 50,000",550 sqft,550,27.27,Parking,Unfurnished,05-11-2025,Shop,https://www.nobroker.in/property/commercial/rent/shop-in-katraj-pune/8a9fe38285b060ce0185b09f91bf22ff/detail
Katraj,"Shop in Kartaj, Pune for Rent","khopde nagar , BAFNA EARTHMOVERS","₹ 5,000 No Extra Maintenance",5000,"₹ 10,000",400 sqft,400,12.5,Parking,Unfurnished,11-11-2025,Shop,https://www.nobroker.in/property/commercial/rent/shop-in-kartaj-pune/8a9f92c392c307ad0192c31c01c70520/detail
Katraj,"Shop in Gujarwadi Yewalewadi Hills, Pune for Rent","khopade nagar , kadeswar ,mindar","₹ 7,000 No Extra Maintenance",7000,"₹ 25,000",183 sqft,183,38.25,Parking,Unfurnished,01-07-2025,Shop,https://www.nobroker.in/property/commercial/rent/shop-in-gujarwadi-yewalewadi-hills-pune/8a9f97827a09fcdd017a0a15d85b0c0b/detail
Katraj,"Shop in Katraj, Pune for Rent","om residenc, Mangdewadi Petrol Pump","₹ 14,000 No Extra Maintenance",14000,"₹ 50,000",500 sqft,500,28,Parking,Unfurnished,04-11-2025,Shop,https://www.nobroker.in/property/commercial/rent/shop-in-katraj-pune/8a9fb7839a52d4d3019a5300a7f21143/detail
Katraj,"Godown/Warehouse in Khopade Nagar, Pune for Rent","Gujarwadi Rd, PRIME ROSE INTERNATIONAL PRESCHOOL (Gujarwadi)","₹ 80,000 No Extra Maintenance",80000,₹ 1.6 Lacs,000 sqft,0,3.64,Parking,Unfurnished,04-11-2025,Warehouse,https://www.nobroker.in/property/commercial/rent/godown-warehouse-in-khopade-nagar-pune/8a9f844392b32c310192b363709f104a/detail
Katraj,"Shop in Katraj, Pune for Rent","k k travels More bagh, Near Icc Cable Office Katraj","₹ 18,000 No Extra Maintenance",18000,₹ 1 Lac,220 sqft,220,81.82,Parking,Unfurnished,31-10-2024,Shop,https://www.nobroker.in/property/commercial/rent/shop-in-katraj-pune/ff808181689cea4801689e1b58330907/detail
Katraj,"Shop in Gujarwadi Road, Pune for Rent","nakshatra residency, utkarsh society, gujarwadi road","₹ 36,000 No Extra Maintenance",36000,₹ 2 Lacs,570 sqft,570,63.16,Parking,Unfurnished,30-11-2025,Shop,https://www.nobroker.in/property/commercial/rent/shop-in-gujarwadi-road-pune/8a9fa6839a3ff2b9019a40129f0d0766/detail
Katraj,"Godown/Warehouse in Katraj, Pune for Rent","Cipl Maruti Suzuki K2, CHATE SCHOOL","₹ 50,000 No Extra Maintenance",50000,₹ 1.3 Lacs,000 sqft,0,25,Parking,Unfurnished,01-11-2025,Warehouse,https://www.nobroker.in/property/commercial/rent/godown-warehouse-in-katraj-pune/8a9f8e8a95026fde019502d226bb16b9/detail
Katraj,"Shop in Katraj, Pune for Rent","Gujarwadi Road, Gujarwadi Road","₹ 11,000 No Extra Maintenance",11000,"₹ 30,000",700 sqft,700,15.71,Parking,Unfurnished,29-10-2025,Shop,https://www.nobroker.in/property/commercial/rent/shop-in-katraj-pune/8a9faf827f90e61e017f917469d65baf/detail
Katraj,"Commercial Property in Katraj, Pune for Rent","Dutta Nagar, Near Katraj Dairy","₹ 9,500 No Extra Maintenance",9500,"₹ 10,000",600 sqft,600,15.83,Parking,Furnished,29-10-2025,Commercial,https://www.nobroker.in/property/commercial/rent/other-business-in-katraj-pune/ff8081816aedd7b9016aeed3229f0288/detail
Katraj,"Shop in Katraj, Pune for Rent","Kondhwa Rd, Sahakarnagar , Vijay Dairy And Farm","₹ 6,000 No Extra Maintenance",6000,"₹ 15,000",120 sqft,120,50,Parking,Unfurnished,23-03-2023,Shop,https://www.nobroker.in/property/commercial/rent/shop-in-katraj-pune/8a9f988284a4960f0184a49b85600017/detail
Katraj,"Shop in Katraj, Pune for Rent","Gujarwadi Road, Ceratec Greens","₹ 4,000 No Extra Maintenance",4000,"₹ 10,000",110 sqft,110,36.36,Parking,Unfurnished,19-10-2024,Shop,https://www.nobroker.in/property/commercial/rent/shop-in-katraj-pune/8a9f884392a999230192a9acb9280570/detail
Katraj,"Shop in Katraj, Pune for Rent","Gujarwadi Rd,, SUGUNA Chicken & Egg","₹ 8,000 No Extra Maintenance",8000,"₹ 15,000",100 sqft,100,80,Parking,Unfurnished,31-03-2026,Shop,https://www.nobroker.in/property/commercial/rent/shop-in-katraj-pune/8a9ff88389c89f7f0189c95efa046996/detail
Katraj,"Office Space in Mangdewadi, Pune for Rent","Pune - Satara Rd, Hotel Swagat Family Restaurant Veg NonVeg","₹ 7,000 No Extra Maintenance",7000,"₹ 50,000",280 sqft,280,25,Parking,Unfurnished,16-01-2024,Office Space,https://www.nobroker.in/property/commercial/rent/office-space-in-mangdewadi-pune/8a9f868c70576ee6017057f00ff03ca8/detail
Katraj,"Godown/Warehouse in Katraj, Pune for Rent","Katraj - Ambegaon Budruk Road, OPPOSITE Croma - Katraj","₹ 15,000 + ₹ 600 Maintenance",15000,"₹ 50,000",300 sqft,300,50,Parking,Unfurnished,17-11-2025,Warehouse,https://www.nobroker.in/property/commercial/rent/godown-warehouse-in-katraj-pune/8a9fa08288284ce90188286657fd0ed3/detail
Aundh,"Office Space in Aundh, Pune for Rent","Bremen Chowk, Aundh Rd, Pune Metropolitan Region Development Authority","₹ 75,000 + ₹ 9,000 Maintenance",75000,₹ 4.2 Lacs,000 sqft,0,75,Parking,Furnished,19-11-2025,Office Space,https://www.nobroker.in/property/commercial/rent/office-space-in-aundh-pune/8a9fc58288a41ec20188a4aba76b7651/detail
Aundh,"Godown/Warehouse in Aundh, Pune for Rent","Chondhe Patil Nagar Rd,, Near Shetty","₹ 80,000 No Extra Maintenance",80000,₹ 3 Lacs,600 sqft,600,50,Parking,Unfurnished,19-11-2025,Warehouse,https://www.nobroker.in/property/commercial/rent/godown-warehouse-in-aundh-pune/8a9f91438ffbd014018ffc0dd8061b19/detail
Aundh,"Office Space in Aundh, Pune for Rent","Anna Purna Housing Society Road, Opp DAV Public School","₹ 58,000 + ₹ 2,675 Maintenance",58000,₹ 1.8 Lacs,852 sqft,852,68.08,Parking,Semi Furnished,30-11-2025,Office Space,https://www.nobroker.in/property/commercial/rent/office-space-in-aundh-pune/8a9fa2839a53422a019a53adf66d26b5/detail
Aundh,"Office Space in Aundh, Pune for Rent","vasudha near rajiv gandhi bridge, Vasudha Business Center","₹ 15,000 No Extra Maintenance",15000,"₹ 30,000",150 sqft,150,100,Parking,Semi Furnished,18-11-2025,Office Space,https://www.nobroker.in/property/commercial/rent/office-space-in-aundh-pune/8a9fac82778265b70177826aafe10143/detail
Aundh,"Office Space in Aundh, Pune for Rent","parihar chowk, D Mart","₹ 1 Lac + ₹ 3,500 Maintenance",100000,₹ 6 Lacs,156 sqft,156,86.51,Parking,Unfurnished,17-11-2025,Office Space,https://www.nobroker.in/property/commercial/rent/office-space-in-aundh-pune/8a9f93ec7587f4420175883c4f29295f/detail
Aundh,"Office Space in Aundh, Pune for Rent","Sanghvi Kesari Road, Bank of Maharashtra - Pune-Aundh Branch","₹ 50,000 No Extra Maintenance",50000,₹ 2 Lacs,816 sqft,816,61.27,Parking,Semi Furnished,09-11-2025,Office Space,https://www.nobroker.in/property/commercial/rent/office-space-in-aundh-pune/8a9fa189977cc25a01977ce190840be8/detail
Aundh,"Office Space in Aundh, Pune for Rent",", Kumar Point ITI Rd, beside shirin garden society",₹ 1.5 Lacs No Extra Maintenance,150000,₹ 4 Lacs,300 sqft,300,65.22,Parking,Unfurnished,16-11-2025,Office Space,https://www.nobroker.in/property/commercial/rent/office-space-in-aundh-pune/8aa994e8995ba2bf01995c07acde2761/detail
Aundh,"Office Space in Baner, Pune for Rent","Baner Road, Mauli Garden","₹ 65,000 No Extra Maintenance",65000,₹ 2 Lacs,255 sqft,255,51.79,Parking,Unfurnished,02-10-2025,Office Space,https://www.nobroker.in/property/commercial/rent/office-space-in-baner-pune/8a9f858a985b076c01985b38f88c127a/detail
Aundh,"Shop in Aundh, Pune for Rent","Seasons Road, , near Medi Point hospital","₹ 41,000 No Extra Maintenance",41000,₹ 1 Lac,180 sqft,180,227.78,Parking,Unfurnished,31-08-2025,Shop,https://www.nobroker.in/property/commercial/rent/shop-in-aundh-pune/8a9fb385979ad06401979b38dae81f40/detail
Aundh,"Office Space in Aundh, Pune for Rent","Seasons Road, Seasons Road","₹ 25,000 + ₹ 1,000 Maintenance",25000,"₹ 70,000",315 sqft,315,79.37,Parking,Unfurnished,31-10-2025,Office Space,https://www.nobroker.in/property/commercial/rent/office-space-in-aundh-pune/8a9f8f839a3f16de019a3f30e1260a30/detail
Aundh,"Office Space in Supreme Icon, Pune for Rent","Above Nexa Showroom , Baner Road,","₹ 48,000 No Extra Maintenance",48000,₹ 2.88 Lacs,730 sqft,730,65.75,Parking,Furnished,04-12-2023,Office Space,https://www.nobroker.in/property/commercial/rent/office-space-in-supreme-icon-pune/8a9fad838c3a05fc018c3a54c02032af/detail
