Locality,Title,Location,Rent_raw,Rent_inr,Deposit_raw,Sqft_raw,Sqft,Price_per_sqft,Parking,Furnishing,Available_from,Property_type,Detail_URL
Koregaon Park,"Office Space in Koregaon Park, Pune for Rent","Koregaon Park Road, Sanas Corner","₹ 1.5 Lacs + ₹ 2,500 Maintenance",150000,₹ 6 Lacs,000 sqft,0,75,Parking,Unfurnished,24-08-2025,Office Space,https://www.nobroker.in/property/commercial/rent/office-space-in-koregaon-park-pune/8a9fa482825cb93b01825cc6b4e603d0/detail
Koregaon Park,"Office in Koregaon Park, Pune for Rent","Vasani Nagar, Near St. Mira's College For Girls","₹ 2.9 Lacs + ₹ 15,000 Maintenance",290000,₹ 18 Lacs,150 sqft,150,92.06,Parking,Furnished,21-08-2025,Office,https://www.nobroker.in/property/commercial/rent/office-in-koregaon-park-pune/8a9f8a836fe0a987016fe62cb5520401/detail
Koregaon Park,"Shop in Manohar Nagar, Pune for Rent","Talegaon chaken road manohar nagar, Surya hotel","₹ 15,000 No Extra Maintenance",15000,"₹ 50,000",250 sqft,250,60,Parking,Semi Furnished,21-08-2025,Shop,https://www.nobroker.in/property/commercial/rent/shop-in-manohar-nagar-pune/8a9f9c8278ddffb90178de150ad606b6/detail
Koregaon Park,"Shop in Koregaon Park, Pune for Rent","Lane 6, Opposite Sanas Residency","₹ 90,000 No Extra Maintenance",90000,₹ 5.5 Lacs,320 sqft,320,281.25,Parking,Unfurnished,19-08-2025,Shop,https://www.nobroker.in/property/commercial/rent/shop-in-koregaon-park-pune/8a9f8d8698b22d950198b25f074816b6/detail
Koregaon Park,"Office Space in Koregaon Park, Pune for Rent","Pingale Wasti, Koregaon Park Annexe, Mu, Pingale Wasti, Koregaon Park Annexe, Mu",₹ 1.8 Lacs No Extra Maintenance,180000,₹ 7.5 Lacs,900 sqft,900,94.74,Parking,Furnished,20-07-2025,Office Space,https://www.nobroker.in/property/commercial/rent/office-space-in-koregaon-park-pune/8a9f8a879826ada3019826ebdca420f6/detail
Koregaon Park,"Restaurant/Cafe in Koregaon Park, Pune for Rent","Meera Nagar Garden Society, Meera Nagar, the hub","₹ 2 Lacs + ₹ 10,000 Maintenance",200000,₹ 5 Lacs,000 sqft,0,40,Parking,Semi Furnished,28-04-2025,Restaurant,https://www.nobroker.in/property/commercial/rent/restaurant-cafe-in-koregaon-park-pune/8a9f8f0392f28e080192f2eecafb0ed3/detail
Koregaon Park,"Office in Koregaon Park, Pune for Rent","Lane Number 7, Ashok Chakra Society, Meera Nagar,, Next to Marvel Exotica","₹ 37,000 + No Extra Maintenance",37000,₹ 1 Lac,450 sqft,450,82.22,Parking,Furnished,16-11-2025,Office,https://www.nobroker.in/property/commercial/rent/office-in-koregaon-park-pune/ff8081816de1fa74016de4f2e7da2b1b/detail
Pashan,"Restaurant/Cafe in Baner, Pune for Rent","Baner Rd, opposite mabaleshwar hotel","₹ 4 Lacs + ₹ 32,500 Maintenance",400000,₹ 24 Lacs,700 sqft,700,85.11,Parking,Unfurnished,20-11-2024,Restaurant,https://www.nobroker.in/property/commercial/rent/restaurant-cafe-in-baner-pune/8a9f87c48e46177a018e4625932d0614/detail
Pashan,"Office Space in Panchawati, Pune for Rent","pashan road, Shree Hanuman Temple and CDAC institute","₹ 70,000 + No Extra Maintenance",70000,₹ 1.8 Lacs,428 sqft,428,49.02,Parking,Unfurnished,16-11-2025,Office Space,https://www.nobroker.in/property/commercial/rent/office-space-in-panchawati-pune/8a9fbf8280c0bcc10180c15e95f30337/detail
Pashan,"Showroom in Pashan, Pune for Rent","Baner-pashan link rd , Kumar Shantiniketan Co-operative Society Phase I","₹ 70,000 + No Extra Maintenance",70000,₹ 3 Lacs,702 sqft,702,99.72,Parking,Unfurnished,21-11-2025,Showroom,https://www.nobroker.in/property/commercial/rent/showroom-in-pashan-pune/8a9f9b8498b6d7f30198b6e9fd2108f4/detail
Pashan,"Shop in Pashan, Pune for Rent","Pashan Sutarwadi Link Rd, Blue Bells Aura","₹ 13,000 + No Extra Maintenance",13000,"₹ 50,000",200 sqft,200,65,Parking,Semi Furnished,19-11-2025,Shop,https://www.nobroker.in/property/commercial/rent/shop-in-pashan-pune/8a9fcc858852bf76018852ed51a319c9/detail
Pashan,"Office Space in Pashan, Pune for Rent","Pashan Sus Road, Sutar Icon",₹ 1.1 Lacs No Extra Maintenance,110000,₹ 6.6 Lacs,700 sqft,700,64.71,Parking,Furnished,14-07-2025,Office Space,https://www.nobroker.in/property/commercial/rent/office-space-in-pashan-pune/8a9f0482867dbae001867e0e719e38f0/detail
Pashan,"Shop in Bhusari Colony Sub Post Office, Pune for Rent","New India school Road, Opp.jansaeva bank","₹ 50,000 + ₹ 500 Maintenance",50000,₹ 1 Lac,215 sqft,215,232.56,Parking,Unfurnished,03-04-2022,Shop,https://www.nobroker.in/property/commercial/rent/shop-in-bhusari-colony-sub-post-office-pune/8a9fbb827fd8ff04017fd98c2e575dc1/detail
Pashan,"Shop in Sutarwadi, Pune for Rent","Shiv Nagar, Shivnagar Ganesh Temple","₹ 5,000 No Extra Maintenance",5000,"₹ 15,000",150 sqft,150,33.33,Parking,Semi Furnished,30-04-2026,Shop,https://www.nobroker.in/property/commercial/rent/shop-in--sutarwadi-pune/8a9f8b038ffb6231018ffbb2e25724a8/detail
Pashan,"Office Space in Pashan, Pune for Rent","Doctor Homi Bhabha Road, Doctor Homi Bhabha Road","₹ 80,000 No Extra Maintenance",80000,₹ 2 Lacs,750 sqft,750,45.71,Parking,Semi Furnished,11-09-2025,Office Space,https://www.nobroker.in/property/commercial/rent/office-space-in-pashan-pune/8a9fa28a993cdbcf01993d24fbf31ba6/detail
Pashan,"Office Space in Pashan, Pune for Rent","Bhuvaneshwar Colony,, Bhuvaneshwar Society","₹ 60,000 + ₹ 3,500 Maintenance",60000,₹ 2.5 Lacs,800 sqft,800,75,Parking,Furnished,07-11-2025,Office Space,https://www.nobroker.in/property/commercial/rent/office-space-in--pashan-pune/8aa9a99b9a616b4f019a61d3d86f2757/detail
Pashan,"Office Space in Pashan, Pune for Rent","8 Someshwar Wadi Road, near Someshwar tempal","₹ 30,000 No Extra Maintenance",30000,"₹ 60,000",800 sqft,800,37.5,Parking,Unfurnished,30-10-2025,Office Space,https://www.nobroker.in/property/commercial/rent/office-space-in-pashan-pune/8a9fa9839a39149b019a39815ef32933/detail
Pashan,"Office Space in Deron Heights, Pune for Rent","Deron Heights, Baner Road, Ranka Jewelers",₹ 1.45 Lacs No Extra Maintenance,145000,₹ 7.8 Lacs,000 sqft,0,72.5,Parking,Unfurnished,09-11-2025,Office Space,https://www.nobroker.in/property/commercial/rent/office-space-in-deron-heights-pune/8a9f9e839a6a6edc019a6acd411801c5/detail
Pashan,"Office Space in Pashan, Pune for Rent","Baner - Pashan Link Rd, Near Athashree Astha","₹ 40,000 + ₹ 2,000 Maintenance",40000,₹ 2 Lacs,825 sqft,825,48.48,Parking,Furnished,08-11-2025,Office Space,https://www.nobroker.in/property/commercial/rent/office-space-in-pashan-pune/8a9f87a971688baa01716d3c9fa503aa/detail
Pashan,"Office Space in Pashan, Pune for Rent","Baner - Pashan Link Rd, near Varadshree Society","₹ 40,000 No Extra Maintenance",40000,"₹ 80,000",100 sqft,100,36.36,Parking,Unfurnished,07-09-2022,Office Space,https://www.nobroker.in/property/commercial/rent/office-space-in-pashan-pune/8a9f86fe703351f1017037e90219224d/detail
Pashan,"Shop in Pashan, Pune for Rent","Pashan - Sus Rd, Balaji Chowk, Mont Vert Arcade","₹ 30,000 No Extra Maintenance",30000,₹ 1 Lac,260 sqft,260,115.38,Parking,Semi Furnished,07-11-2025,Shop,https://www.nobroker.in/property/commercial/rent/shop-in-pashan-pune/8a9f834390b9ecf00190ba5d0e832a1f/detail
Pashan,"Office Space in Deron Heights, Pune for Rent","Deron Heights, Above Ranka Jewellers","₹ 1 Lac + ₹ 5,000 Maintenance",100000,₹ 4 Lacs,992 sqft,992,100.81,Parking,Furnished,28-10-2025,Office Space,https://www.nobroker.in/property/commercial/rent/office-space-in-deron-heights-pune/8a9fb2839a29a207019a29ea0d761bc5/detail
Pashan,"Shop in Sutarwadi, Pashan, Pune for Rent","Mukta Residancy, Nr Shivnagar","₹ 10,000 No Extra Maintenance",10000,"₹ 30,000",200 sqft,200,50,Parking,Unfurnished,29-03-2025,Shop,https://www.nobroker.in/property/commercial/rent/shop-in-sutarwadi--pashan-pune/8a9faf8395c91cd20195c931324b03ba/detail
Pashan,"Co-Working space in Pashan, Pune for Rent","Pashan - Sus Rd, , Cafe Durga","₹ 20,000 No Extra Maintenance",20000,"₹ 60,000",184 sqft,184,108.7,Parking,Semi Furnished,31-12-2025,,https://www.nobroker.in/property/commercial/rent/co-working-space-in--pashan-pune/8a9f87038da0e3e7018da11d03922ee9/detail
Pashan,"Shop in Pashan, Pune for Rent","Near Kapil Asmant society, Opposite Blue Bells society","₹ 13,000 No Extra Maintenance",13000,"₹ 50,000",289 sqft,289,44.98,Parking,Unfurnished,05-11-2025,Shop,https://www.nobroker.in/property/commercial/rent/shop-in-pashan-pune/8a9f8b51703d817001703d93a25e072c/detail
Pashan,"Office Space in Baner, Pune for Rent","Baner - Pashan Link Road, Ranka Jewellers","₹ 1 Lac + ₹ 10,000 Maintenance",100000,₹ 7.2 Lacs,523 sqft,523,65.66,Parking,Semi Furnished,07-11-2025,Office Space,https://www.nobroker.in/property/commercial/rent/office-space-in-baner-pune/8a9f8e43906d1c0c01906d3bff5e0c8a/detail
Pashan,"Office Space in Pashan, Pune for Rent","Baner - Pashan Link Road, Baner - Pashan Link Road","₹ 15,000 No Extra Maintenance",15000,"₹ 25,000",400 sqft,400,37.5,Parking,Semi Furnished,04-11-2025,Office Space,https://www.nobroker.in/property/commercial/rent/office-space-in-pashan-pune/8aa99f959a5341d4019a53600e2e0798/detail
Pashan,"Office Space in Pashan, Pune for Rent","Baner - Pashan Link Rd, above Uttam Super Store","₹ 33,000 + No Extra Maintenance",33000,"₹ 90,000",800 sqft,800,41.25,Parking,Semi Furnished,02-11-2025,Office Space,https://www.nobroker.in/property/commercial/rent/office-space-in-pashan-pune/8a9f8c28727b6eae0172835033df5cbb/detail
Pashan,"Office Space in Pashan, Pune for Rent","Someshwarwadi, near Shri Someshwar Mandir Temple","₹ 80,000 No Extra Maintenance",80000,₹ 2.4 Lacs,500 sqft,500,32,Parking,Unfurnished,31-10-2025,Office Space,https://www.nobroker.in/property/commercial/rent/office-space-in-pashan-pune/ff8081816d0ab49f016d0f4ca26912ce/detail
Pashan,"Office Space in Pashan, Pune for Rent","Laxmi Kund, Pashan, 22, Abhimanashree Society Rd, near Abhimanshree Society, Ward No. 8, Abhimanshree Society, Bank of India","₹ 14,000 No Extra Maintenance",14000,"₹ 28,000",200 sqft,200,70,Parking,Unfurnished,30-10-2025,Office Space,https://www.nobroker.in/property/commercial/rent/office-space-in-pashan-pune/8a9faf839a3838e8019a389159b51370/detail
Pashan,"Office Space in Pashan, Pune for Rent","Sakhar Nagar, Sai Krupa","₹ 12,000 No Extra Maintenance",12000,"₹ 20,000",300 sqft,300,40,Parking,Furnished,30-10-2025,Office Space,https://www.nobroker.in/property/commercial/rent/office-space-in-pashan-pune/8a9f85039271cf500192721dc6370d7d/detail
Pashan,"Office Space in Pashan, Pune for Rent","Sutarwadi, Sutarwadi Government School","₹ 8,000 No Extra Maintenance",8000,"₹ 20,000",220 sqft,220,36.36,Parking,Unfurnished,28-10-2025,Office Space,https://www.nobroker.in/property/commercial/rent/office-space-in-pashan-pune/8a9ff683895c79e901895d50bad67c7b/detail
Pashan,"Restaurant/Cafe in Baner, Pune for Rent","Baner Rd, opposite mabaleshwar hotel","₹ 4 Lacs + ₹ 32,500 Maintenance",400000,₹ 24 Lacs,700 sqft,700,85.11,Parking,Unfurnished,20-11-2024,Restaurant,https://www.nobroker.in/property/commercial/rent/restaurant-cafe-in-baner-pune/8a9f87c48e46177a018e4625932d0614/detail
Bavdhan,"Godown/Warehouse in Bavdhan, Pune for Rent","Flame Ring Road, bhunde vasti, Suyash Academy (Sports Complex)","₹ 96,000 No Extra Maintenance",96000,₹ 3.5 Lacs,200 sqft,200,30,Parking,Unfurnished,19-11-2025,Warehouse,https://www.nobroker.in/property/commercial/rent/godown-warehouse-in-bavdhan-pune/8a9f8e4390aa82820190aac39c691c31/detail
Bavdhan,"Office Space in Bhugaon, Pune for Rent","Paud Road, Chitale Bandhu,Bhugaon","₹ 25,000 No Extra Maintenance",25000,"₹ 50,000",371 sqft,371,67.39,Parking,Unfurnished,19-11-2025,Office Space,https://www.nobroker.in/property/commercial/rent/office-space-in-bhugaon-pune/8a9f86859975ddb30199762208b31808/detail
Bavdhan,"Shop in Bavdhan, Pune for Rent","DSK Ranwara road, Kiyansh Dry Fruits","₹ 29,000 + ₹ 1,000 Maintenance",29000,"₹ 90,000",450 sqft,450,64.44,Parking,Furnished,30-11-2025,Shop,https://www.nobroker.in/property/commercial/rent/shop-in-bavdhan-pune/8a9f9043901f6e8701901f96ff190ff5/detail
Bavdhan,"Shop in Bhugaon, Pune for Rent","Paud Rd , Bhugaon, near western club","₹ 12,000 + ₹ 1,000 Maintenance",12000,"₹ 30,000",206 sqft,206,58.25,Parking,Unfurnished,14-11-2025,Shop,https://www.nobroker.in/property/commercial/rent/shop-in-bhugaon-pune/8a9fae8281ec120e0181ec2d1853109a/detail
Bavdhan,"Office Space in Bavdhan, Pune for Rent","Shivaji Chowk, Crystal Honda",₹ 1.1 Lacs No Extra Maintenance,110000,₹ 3.3 Lacs,337 sqft,337,82.27,Parking,Unfurnished,14-11-2025,Office Space,https://www.nobroker.in/property/commercial/rent/office-space-in-bavdhan-pune/8a9fae8499748740019974a7a8620472/detail
Bavdhan,"Office Space in Bavdhan, Pune for Rent","Shivaji Chowk, Crystal Honda",₹ 1.5 Lacs No Extra Maintenance,150000,₹ 5 Lacs,898 sqft,898,79.03,Parking,Unfurnished,14-11-2025,Office Space,https://www.nobroker.in/property/commercial/rent/office-space-in-bavdhan-pune/8aa991d4997185f90199719ad93809f3/detail
Bavdhan,"Shop in Pirangut, Pune for Rent","Mulshi Rd,, Near Marks Pryor","₹ 5,000 No Extra Maintenance",5000,"₹ 15,000",220 sqft,220,22.73,Parking,Unfurnished,12-11-2025,Shop,https://www.nobroker.in/property/commercial/rent/shop-in-pirangut-pune/8a9f93cd7492917a0174955b2fb371cb/detail
Bavdhan,"Shop in Wakad, Pune for Rent","Yamunanagar Rdm,Shankar Kalat Nagar, Regalia Apartments","₹ 30,000 No Extra Maintenance",30000,₹ 1 Lac,380 sqft,380,78.95,Parking,Unfurnished,31-12-2025,Shop,https://www.nobroker.in/property/commercial/rent/shop-in-wakad-pune/ff808181672b7ff701672b86a6aa044d/detail
Bavdhan,"Godown/Warehouse in Bavdhan, Pune for Rent","Service Road, Near Nissan Showroom , Imperial 2","₹ 35,000 No Extra Maintenance",35000,₹ 1 Lac,000 sqft,0,35,Parking,Unfurnished,24-09-2024,Warehouse,https://www.nobroker.in/property/commercial/rent/godown-warehouse-in-bavdhan-pune/8a9f92c39228da3601922943ac5e202f/detail
Bavdhan,"Shop in Bavdhan, Pune for Rent","near Talathi Office , Near DREAMS RHYTHM,","₹ 10,000 No Extra Maintenance",10000,"₹ 30,000",200 sqft,200,50,Parking,Unfurnished,20-07-2023,Shop,https://www.nobroker.in/property/commercial/rent/shop-in-bavdhan-pune/8a9f91eb735b430001735b81302f195b/detail
Bavdhan,"Shop in Bavdhan, Pune for Rent","Windmill Village Rd, Whistling Meadows","₹ 25,000 No Extra Maintenance",25000,"₹ 75,000",210 sqft,210,119.05,Parking,Unfurnished,31-12-2025,Shop,https://www.nobroker.in/property/commercial/rent/shop-in-bavdhan-pune/8a9fd58286cf87030186cfed61645317/detail
Bavdhan,"Office Space in Mont Vert Kingstown, Pune for Rent","Paud Rd, Bhugaon, NR Zudio Bhugaon","₹ 21,000 + ₹ 1,500 Maintenance",21000,"₹ 65,000",220 sqft,220,95.45,Parking,Unfurnished,09-10-2025,Office Space,https://www.nobroker.in/property/commercial/rent/office-space-in-mont-vert-kingstown-pune/8a9fb98499cf148d0199cf1b15e8007f/detail
Bavdhan,"Godown/Warehouse in Bhugaon, Pune for Rent","Sahyadri Building, near Shatayu Hospital","₹ 32,000 No Extra Maintenance",32000,"₹ 64,000",000 sqft,0,32,Parking,Unfurnished,31-07-2025,Warehouse,https://www.nobroker.in/property/commercial/rent/godown-warehouse-in-bhugaon-pune/8a9fa9a29835b8df0198362690a33210/detail
Bavdhan,"Shop in Pebbles Urbania, Pune for Rent","Patil Nagar Road, Opposite Mahindra First Choice Showroom","₹ 25,000 + ₹ 1,200 Maintenance",25000,₹ 1 Lac,483 sqft,483,51.76,Parking,Unfurnished,08-12-2023,Shop,https://www.nobroker.in/property/commercial/rent/shop-in-pebbles-urbania-pune/8a9fb9827fb4f27f017fb542e9ad2c1a/detail
Bavdhan,"Office Space in Delta Square, Pune for Rent","Paud Road, Matalwadi Phata","₹ 25,000 No Extra Maintenance",25000,₹ 1.5 Lacs,350 sqft,350,71.43,Parking,Unfurnished,01-11-2025,Office Space,https://www.nobroker.in/property/commercial/rent/office-space-in-delta-square-pune/8a9fae839a44af6c019a44ccc6ab0aae/detail
Bavdhan,"Office Space in Bhugaon, Bavdhan, Pune for Rent","saiyadri building, opposite daulat lawans","₹ 40,000 No Extra Maintenance",40000,"₹ 70,000",000 sqft,0,40,Parking,Unfurnished,07-11-2025,Office Space,https://www.nobroker.in/property/commercial/rent/office-space-in-bhugaon--bavdhan-pune/8a9f85849a62b5e6019a62d9288c0d3f/detail
Bavdhan,"Shop in Bhugaon, Pune for Rent","138, Mulsi Taluka, Budha Vihar","₹ 15,000 No Extra Maintenance",15000,"₹ 50,000",150 sqft,150,100,Parking,Unfurnished,06-11-2025,Shop,https://www.nobroker.in/property/commercial/rent/shop-in--bhugaon-pune/8a9fb18394ca31860194ca856b0022a2/detail
Bavdhan,"Godown/Warehouse in Bavdhan, Pune for Rent","Lalani Quantum, near Chellaram Hospital - Diabetes Care & Multispeciality",₹ 5.04 Lacs No Extra Maintenance,504000,₹ 30.24 Lacs,000 sqft,0,24,Parking,Unfurnished,03-11-2025,Warehouse,https://www.nobroker.in/property/commercial/rent/godown-warehouse-in-bavdhan-pune/8a9f86839a4cd29c019a4ced40090466/detail
Bavdhan,"Office Space in Bavdhan, Pune for Rent","dr homi dhaba rd , aditya shagun mall","₹ 21,000 No Extra Maintenance",21000,"₹ 70,000",286 sqft,286,73.43,Parking,Unfurnished,02-11-2025,Office Space,https://www.nobroker.in/property/commercial/rent/office-space-in-bavdhan-pune/8a9faf8498ef0f870198ef218eb2053a/detail
Bavdhan,"Office Space in Aditya Shagun Mall, Pune for Rent","Dr Homi Bhabha Road, Near DSK Ranwara Road","₹ 21,000 No Extra Maintenance",21000,"₹ 70,000",286 sqft,286,73.43,Parking,Unfurnished,02-11-2025,Office Space,https://www.nobroker.in/property/commercial/rent/office-space-in-aditya-shagun-mall-pune/8a9fac849a43d541019a441b928e22bd/detail
Bavdhan,"Office Space in Bavdhan, Pune for Rent","Bavdhan, Zp Primary school Bhugaon",₹ 8 Lacs No Extra Maintenance,800000,₹ 48 Lacs,000 sqft,0,53.33,Parking,Semi Furnished,29-10-2025,Office Space,https://www.nobroker.in/property/commercial/rent/office-space-in-bavdhan-pune/8a9fd78283c010580183c08116c24708/detail
Bavdhan,"Office Space in Bavdhan, Pune for Rent","Bhugaon , Cafe Chatakdar Chaat","₹ 21,000 No Extra Maintenance",21000,"₹ 63,000",900 sqft,900,23.33,Parking,Unfurnished,30-10-2025,Office Space,https://www.nobroker.in/property/commercial/rent/office-space-in-bavdhan-pune/8a9fa9b398d5660f0198d58438e80e10/detail
Bavdhan,"Office Space in Bavdhan, Pune for Rent","Pashan Rd, Near Bavdhan Police Station","₹ 42,000 No Extra Maintenance",42000,₹ 1.2 Lacs,350 sqft,350,120,Parking,Unfurnished,14-12-2020,Office Space,https://www.nobroker.in/property/commercial/rent/office-space-in-bavdhan-pune/8a9f91c9761a1ef501761cce0a9c415b/detail
Bavdhan,"Industrial Shed in Bavdhan, Pune for Rent","Uttam Nagar,, Puraniks Abitante Fiore","₹ 35,000 No Extra Maintenance",35000,"₹ 70,000",000 sqft,0,7,Parking,Unfurnished,24-10-2025,,https://www.nobroker.in/property/commercial/rent/industrial-shed-in-bavdhan-pune/8a9f80e871423898017144cbe90e6d71/detail
Bavdhan,"Office Space in Bavdhan, Pune for Rent","Paud Rd, Bhugaon, Maharashtra Gramin Bank Bhugaon","₹ 20,000 No Extra Maintenance",20000,"₹ 50,000",300 sqft,300,66.67,Parking,Unfurnished,17-10-2025,Office Space,https://www.nobroker.in/property/commercial/rent/office-space-in-bavdhan-pune/8a9f8a03915adc0701915ae6dbe802e2/detail
Bavdhan,"Godown/Warehouse in Bavdhan, Pune for Rent","Flame Ring Road, bhunde vasti, Suyash Academy (Sports Complex)","₹ 96,000 No Extra Maintenance",96000,₹ 3.5 Lacs,200 sqft,200,30,Parking,Unfurnished,19-11-2025,Warehouse,https://www.nobroker.in/property/commercial/rent/godown-warehouse-in-bavdhan-pune/8a9f8e4390aa82820190aac39c691c31/detail
Nigdi,"Office Space in Ravet, Pune for Rent","Sector 32 A, Dr Dy Patil Institute Of Engineering Management And Research","₹ 18,000 No Extra Maintenance",18000,₹ 1 Lac,380 sqft,380,47.37,Parking,Unfurnished,10-11-2025,Office Space,https://www.nobroker.in/property/commercial/rent/office-space-in-ravet-pune/8a9fb084996fcebb0199704256da3087/detail
